MarioTime	BioTime	ChannelID	Data
baseline	1353076048559	2	692.0
baseline	1353076048561	2	692.0
baseline	1353076048562	2	691.0
baseline	1353076048562	2	691.0
baseline	1353076048562	2	690.0
baseline	1353076048563	2	690.0
baseline	1353076048563	2	689.0
baseline	1353076048563	2	688.0
baseline	1353076048564	2	688.0
baseline	1353076048564	2	687.0
baseline	1353076048564	2	686.0
baseline	1353076048565	2	686.0
baseline	1353076048565	2	685.0
baseline	1353076048565	2	684.0
baseline	1353076048566	2	1017.0
baseline	1353076048566	2	1017.0
baseline	1353076049125	2	1017.0
baseline	1353076049125	2	1018.0
baseline	1353076049126	2	1017.0
baseline	1353076049126	2	1017.0
baseline	1353076049126	2	1018.0
baseline	1353076049127	2	1017.0
baseline	1353076049127	2	1017.0
baseline	1353076049127	2	1017.0
baseline	1353076049128	2	1017.0
baseline	1353076049128	2	1017.0
baseline	1353076049128	2	1018.0
baseline	1353076049129	2	1018.0
baseline	1353076049129	2	1018.0
baseline	1353076049129	2	1018.0
baseline	1353076049129	2	1018.0
baseline	1353076049130	2	1017.0
baseline	1353076049556	2	1017.0
baseline	1353076049556	2	1018.0
baseline	1353076049557	2	1018.0
baseline	1353076049557	2	1018.0
baseline	1353076049557	2	1018.0
baseline	1353076049558	2	1018.0
baseline	1353076049558	2	1018.0
baseline	1353076049558	2	1018.0
baseline	1353076049559	2	1018.0
baseline	1353076049559	2	1018.0
baseline	1353076049560	2	1018.0
baseline	1353076049560	2	1018.0
baseline	1353076049560	2	1018.0
baseline	1353076049561	2	1018.0
baseline	1353076049561	2	1018.0
baseline	1353076049561	2	1017.0
baseline	1353076050055	2	1017.0
baseline	1353076050055	2	1018.0
baseline	1353076050055	2	1018.0
baseline	1353076050056	2	1019.0
baseline	1353076050056	2	1018.0
baseline	1353076050056	2	1018.0
baseline	1353076050057	2	1018.0
baseline	1353076050057	2	1018.0
baseline	1353076050057	2	1018.0
baseline	1353076050058	2	1018.0
baseline	1353076050058	2	1018.0
baseline	1353076050058	2	1018.0
baseline	1353076050059	2	1018.0
baseline	1353076050059	2	1016.0
baseline	1353076050059	2	1018.0
baseline	1353076050059	2	1017.0
baseline	1353076050555	2	1017.0
baseline	1353076050556	2	1018.0
baseline	1353076050556	2	1018.0
baseline	1353076050556	2	1018.0
baseline	1353076050557	2	1018.0
baseline	1353076050557	2	1018.0
baseline	1353076050557	2	1018.0
baseline	1353076050557	2	1018.0
baseline	1353076050558	2	1018.0
baseline	1353076050558	2	1018.0
baseline	1353076050558	2	1018.0
baseline	1353076050558	2	1018.0
baseline	1353076050559	2	1018.0
baseline	1353076050559	2	1018.0
baseline	1353076050559	2	1018.0
baseline	1353076050560	2	1017.0
baseline	1353076051056	2	1017.0
baseline	1353076051056	2	1018.0
baseline	1353076051057	2	1018.0
baseline	1353076051057	2	1018.0
baseline	1353076051057	2	1018.0
baseline	1353076051058	2	1018.0
baseline	1353076051058	2	1018.0
baseline	1353076051058	2	1018.0
baseline	1353076051059	2	1018.0
baseline	1353076051059	2	1018.0
baseline	1353076051060	2	1018.0
baseline	1353076051060	2	1018.0
baseline	1353076051060	2	1018.0
baseline	1353076051060	2	1018.0
baseline	1353076051061	2	1019.0
baseline	1353076051061	2	1017.0
baseline	1353076051565	2	1017.0
baseline	1353076051565	2	1019.0
baseline	1353076051567	2	1018.0
baseline	1353076051567	2	1018.0
baseline	1353076051568	2	1019.0
baseline	1353076051569	2	1018.0
baseline	1353076051569	2	1018.0
baseline	1353076051570	2	1018.0
baseline	1353076051570	2	1018.0
baseline	1353076051572	2	1018.0
baseline	1353076051572	2	1018.0
baseline	1353076051572	2	1018.0
baseline	1353076051573	2	1018.0
baseline	1353076051574	2	1018.0
baseline	1353076051574	2	1019.0
baseline	1353076051574	2	1018.0
baseline	1353076052071	2	1018.0
baseline	1353076052071	2	1019.0
baseline	1353076052072	2	1018.0
baseline	1353076052072	2	1019.0
baseline	1353076052072	2	1018.0
baseline	1353076052073	2	1018.0
baseline	1353076052073	2	1018.0
baseline	1353076052073	2	1019.0
baseline	1353076052074	2	1018.0
baseline	1353076052074	2	1019.0
baseline	1353076052074	2	1018.0
baseline	1353076052075	2	1018.0
baseline	1353076052075	2	1018.0
baseline	1353076052075	2	1018.0
baseline	1353076052076	2	1019.0
baseline	1353076052076	2	1017.0
baseline	1353076052557	2	1017.0
baseline	1353076052557	2	1019.0
baseline	1353076052557	2	1018.0
baseline	1353076052558	2	1019.0
baseline	1353076052558	2	1019.0
baseline	1353076052558	2	1019.0
baseline	1353076052559	2	1018.0
baseline	1353076052559	2	1019.0
baseline	1353076052559	2	1019.0
baseline	1353076052559	2	1019.0
baseline	1353076052560	2	1019.0
baseline	1353076052560	2	1019.0
baseline	1353076052560	2	1018.0
baseline	1353076052561	2	1018.0
baseline	1353076052561	2	1019.0
baseline	1353076052561	2	1018.0
baseline	1353076053055	2	1018.0
baseline	1353076053056	2	1019.0
baseline	1353076053056	2	1019.0
baseline	1353076053056	2	1019.0
baseline	1353076053057	2	1019.0
baseline	1353076053057	2	1019.0
baseline	1353076053057	2	1019.0
baseline	1353076053058	2	1019.0
baseline	1353076053058	2	1019.0
baseline	1353076053058	2	1019.0
baseline	1353076053059	2	1019.0
baseline	1353076053059	2	1019.0
baseline	1353076053059	2	1019.0
baseline	1353076053060	2	1019.0
baseline	1353076053060	2	1019.0
baseline	1353076053060	2	1018.0
baseline	1353076053556	2	1018.0
baseline	1353076053557	2	1019.0
baseline	1353076053557	2	1019.0
baseline	1353076053557	2	1019.0
baseline	1353076053557	2	1019.0
baseline	1353076053558	2	1019.0
baseline	1353076053558	2	1019.0
baseline	1353076053558	2	1019.0
baseline	1353076053559	2	1019.0
baseline	1353076053559	2	1019.0
baseline	1353076053559	2	1019.0
baseline	1353076053560	2	1019.0
baseline	1353076053560	2	1019.0
baseline	1353076053560	2	1019.0
baseline	1353076053560	2	1019.0
baseline	1353076053561	2	1018.0
baseline	1353076054057	2	1018.0
baseline	1353076054057	2	1019.0
baseline	1353076054058	2	1019.0
baseline	1353076054058	2	1019.0
baseline	1353076054058	2	1019.0
baseline	1353076054059	2	1019.0
baseline	1353076054059	2	1019.0
baseline	1353076054059	2	1019.0
baseline	1353076054060	2	1019.0
baseline	1353076054060	2	1019.0
baseline	1353076054060	2	1019.0
baseline	1353076054061	2	1019.0
baseline	1353076054061	2	1019.0
baseline	1353076054061	2	1019.0
baseline	1353076054061	2	1019.0
baseline	1353076054062	2	1018.0
baseline	1353076054559	2	1018.0
baseline	1353076054559	2	1019.0
baseline	1353076054560	2	1019.0
baseline	1353076054560	2	1019.0
baseline	1353076054560	2	1019.0
baseline	1353076054561	2	1019.0
baseline	1353076054561	2	1019.0
baseline	1353076054561	2	1019.0
baseline	1353076054561	2	1019.0
baseline	1353076054562	2	1019.0
baseline	1353076054562	2	1019.0
baseline	1353076054562	2	1019.0
baseline	1353076054563	2	1019.0
baseline	1353076054563	2	1019.0
baseline	1353076054563	2	1019.0
baseline	1353076054563	2	1018.0
baseline	1353076055062	2	1018.0
baseline	1353076055062	2	1019.0
baseline	1353076055062	2	1019.0
baseline	1353076055063	2	1019.0
baseline	1353076055063	2	1019.0
baseline	1353076055063	2	1019.0
baseline	1353076055064	2	1019.0
baseline	1353076055064	2	1019.0
baseline	1353076055064	2	1019.0
baseline	1353076055064	2	1019.0
baseline	1353076055065	2	1019.0
baseline	1353076055065	2	1019.0
baseline	1353076055065	2	1019.0
baseline	1353076055066	2	1019.0
baseline	1353076055066	2	1019.0
baseline	1353076055066	2	1018.0
baseline	1353076055557	2	1018.0
baseline	1353076055557	2	1019.0
baseline	1353076055558	2	1019.0
baseline	1353076055558	2	1019.0
baseline	1353076055558	2	1019.0
baseline	1353076055559	2	1019.0
baseline	1353076055559	2	1019.0
baseline	1353076055559	2	1019.0
baseline	1353076055560	2	1019.0
baseline	1353076055560	2	1019.0
baseline	1353076055560	2	1019.0
baseline	1353076055561	2	1019.0
baseline	1353076055561	2	1019.0
baseline	1353076055562	2	1019.0
baseline	1353076055562	2	1019.0
baseline	1353076055563	2	1008.0
baseline	1353076056056	2	1008.0
baseline	1353076056057	2	1019.0
baseline	1353076056057	2	1019.0
baseline	1353076056058	2	1019.0
baseline	1353076056058	2	1020.0
baseline	1353076056058	2	1019.0
baseline	1353076056058	2	1019.0
baseline	1353076056059	2	1019.0
baseline	1353076056059	2	1019.0
baseline	1353076056059	2	1019.0
baseline	1353076056060	2	1020.0
baseline	1353076056060	2	1019.0
baseline	1353076056060	2	1019.0
baseline	1353076056060	2	1019.0
baseline	1353076056061	2	1020.0
baseline	1353076056061	2	1018.0
baseline	1353076056555	2	1018.0
baseline	1353076056556	2	1019.0
baseline	1353076056556	2	1019.0
baseline	1353076056556	2	1019.0
baseline	1353076056557	2	1019.0
baseline	1353076056557	2	1020.0
baseline	1353076056557	2	1020.0
baseline	1353076056558	2	1019.0
baseline	1353076056558	2	1019.0
baseline	1353076056558	2	1019.0
baseline	1353076056559	2	1020.0
baseline	1353076056559	2	1019.0
baseline	1353076056559	2	1019.0
baseline	1353076056559	2	1019.0
baseline	1353076056560	2	1019.0
baseline	1353076056560	2	1018.0
baseline	1353076057055	2	1018.0
baseline	1353076057056	2	1020.0
baseline	1353076057056	2	1019.0
baseline	1353076057056	2	1019.0
baseline	1353076057057	2	1019.0
baseline	1353076057057	2	1019.0
baseline	1353076057057	2	1019.0
baseline	1353076057058	2	1020.0
baseline	1353076057058	2	1019.0
baseline	1353076057058	2	1020.0
baseline	1353076057058	2	1019.0
baseline	1353076057059	2	1019.0
baseline	1353076057059	2	1019.0
baseline	1353076057059	2	1020.0
baseline	1353076057059	2	1020.0
baseline	1353076057060	2	1019.0
baseline	1353076057555	2	1019.0
baseline	1353076057555	2	1020.0
baseline	1353076057556	2	1020.0
baseline	1353076057556	2	1020.0
baseline	1353076057556	2	1020.0
baseline	1353076057557	2	1020.0
baseline	1353076057557	2	1020.0
baseline	1353076057557	2	1019.0
baseline	1353076057558	2	1020.0
baseline	1353076057558	2	1019.0
baseline	1353076057558	2	1020.0
baseline	1353076057559	2	1019.0
baseline	1353076057559	2	1020.0
baseline	1353076057559	2	1020.0
baseline	1353076057559	2	1020.0
baseline	1353076057560	2	1019.0
baseline	1353076058056	2	1019.0
baseline	1353076058056	2	1020.0
baseline	1353076058056	2	1020.0
baseline	1353076058057	2	1020.0
baseline	1353076058057	2	1020.0
baseline	1353076058057	2	1020.0
baseline	1353076058058	2	1020.0
baseline	1353076058058	2	1020.0
baseline	1353076058058	2	1019.0
baseline	1353076058059	2	1020.0
baseline	1353076058059	2	1020.0
baseline	1353076058059	2	1020.0
baseline	1353076058060	2	1020.0
baseline	1353076058060	2	1020.0
baseline	1353076058060	2	1020.0
baseline	1353076058060	2	1019.0
baseline	1353076058555	2	1019.0
baseline	1353076058555	2	1020.0
baseline	1353076058555	2	1020.0
baseline	1353076058556	2	1020.0
baseline	1353076058556	2	1020.0
baseline	1353076058556	2	1020.0
baseline	1353076058557	2	1020.0
baseline	1353076058557	2	1020.0
baseline	1353076058558	2	1019.0
baseline	1353076058558	2	1020.0
baseline	1353076058558	2	1020.0
baseline	1353076058558	2	1020.0
baseline	1353076058559	2	1020.0
baseline	1353076058559	2	1020.0
baseline	1353076058559	2	1020.0
baseline	1353076058560	2	1019.0
baseline	1353076059055	2	1019.0
baseline	1353076059055	2	1020.0
baseline	1353076059055	2	1020.0
baseline	1353076059056	2	1020.0
baseline	1353076059056	2	1020.0
baseline	1353076059056	2	1020.0
baseline	1353076059057	2	1020.0
baseline	1353076059057	2	1020.0
baseline	1353076059057	2	1020.0
baseline	1353076059057	2	1020.0
baseline	1353076059058	2	1020.0
baseline	1353076059058	2	1020.0
baseline	1353076059058	2	1020.0
baseline	1353076059059	2	1020.0
baseline	1353076059059	2	1020.0
baseline	1353076059059	2	1019.0
baseline	1353076059555	2	1019.0
baseline	1353076059556	2	1020.0
baseline	1353076059556	2	1020.0
baseline	1353076059557	2	1020.0
baseline	1353076059557	2	1020.0
baseline	1353076059557	2	1020.0
baseline	1353076059558	2	1020.0
baseline	1353076059558	2	1020.0
baseline	1353076059558	2	1020.0
baseline	1353076059559	2	1020.0
baseline	1353076059559	2	1020.0
baseline	1353076059559	2	1020.0
baseline	1353076059559	2	1020.0
baseline	1353076059560	2	1020.0
baseline	1353076059560	2	1021.0
baseline	1353076059560	2	1019.0
baseline	1353076060055	2	1019.0
baseline	1353076060055	2	1020.0
baseline	1353076060055	2	1020.0
baseline	1353076060056	2	1020.0
baseline	1353076060056	2	1020.0
baseline	1353076060056	2	1020.0
baseline	1353076060056	2	1020.0
baseline	1353076060057	2	1020.0
baseline	1353076060057	2	1021.0
baseline	1353076060058	2	1020.0
baseline	1353076060058	2	1020.0
baseline	1353076060058	2	1021.0
baseline	1353076060058	2	1020.0
baseline	1353076060059	2	1020.0
baseline	1353076060059	2	1020.0
baseline	1353076060059	2	1020.0
baseline	1353076060555	2	1020.0
baseline	1353076060555	2	1021.0
baseline	1353076060555	2	1020.0
baseline	1353076060556	2	1021.0
baseline	1353076060556	2	1020.0
baseline	1353076060556	2	1020.0
baseline	1353076060557	2	1020.0
baseline	1353076060557	2	1021.0
baseline	1353076060557	2	1020.0
baseline	1353076060558	2	1020.0
baseline	1353076060558	2	1021.0
baseline	1353076060559	2	1020.0
baseline	1353076060559	2	1020.0
baseline	1353076060559	2	1020.0
baseline	1353076060559	2	1021.0
baseline	1353076060560	2	1020.0
baseline	1353076061055	2	1020.0
baseline	1353076061055	2	1020.0
baseline	1353076061055	2	1020.0
baseline	1353076061056	2	1020.0
baseline	1353076061056	2	1020.0
baseline	1353076061056	2	1020.0
baseline	1353076061056	2	1020.0
baseline	1353076061056	2	1020.0
baseline	1353076061057	2	1020.0
baseline	1353076061057	2	1021.0
baseline	1353076061057	2	1020.0
baseline	1353076061057	2	1020.0
baseline	1353076061058	2	1021.0
baseline	1353076061058	2	1020.0
baseline	1353076061058	2	1021.0
baseline	1353076061059	2	1019.0
baseline	1353076061556	2	1019.0
baseline	1353076061556	2	1021.0
baseline	1353076061556	2	1020.0
baseline	1353076061556	2	1020.0
baseline	1353076061557	2	1021.0
baseline	1353076061557	2	1020.0
baseline	1353076061557	2	1020.0
baseline	1353076061557	2	1020.0
baseline	1353076061558	2	1020.0
baseline	1353076061558	2	1021.0
baseline	1353076061558	2	1021.0
baseline	1353076061558	2	1021.0
baseline	1353076061558	2	1020.0
baseline	1353076061559	2	1020.0
baseline	1353076061559	2	1021.0
baseline	1353076061559	2	1020.0
baseline	1353076062055	2	1020.0
baseline	1353076062056	2	1021.0
baseline	1353076062056	2	1021.0
baseline	1353076062056	2	1021.0
baseline	1353076062056	2	1021.0
baseline	1353076062056	2	1021.0
baseline	1353076062057	2	1021.0
baseline	1353076062057	2	1021.0
baseline	1353076062057	2	1021.0
baseline	1353076062057	2	1021.0
baseline	1353076062058	2	1021.0
baseline	1353076062058	2	1020.0
baseline	1353076062058	2	1020.0
baseline	1353076062059	2	1020.0
baseline	1353076062059	2	1021.0
baseline	1353076062059	2	1020.0
baseline	1353076062555	2	1020.0
baseline	1353076062555	2	1021.0
baseline	1353076062556	2	1020.0
baseline	1353076062556	2	1020.0
baseline	1353076062556	2	1021.0
baseline	1353076062556	2	1021.0
baseline	1353076062557	2	1021.0
baseline	1353076062557	2	1021.0
baseline	1353076062557	2	1020.0
baseline	1353076062557	2	1021.0
baseline	1353076062558	2	1021.0
baseline	1353076062558	2	1021.0
baseline	1353076062558	2	1021.0
baseline	1353076062558	2	1021.0
baseline	1353076062559	2	1021.0
baseline	1353076062559	2	1020.0
baseline	1353076063055	2	1020.0
baseline	1353076063056	2	1021.0
baseline	1353076063056	2	1021.0
baseline	1353076063056	2	1020.0
baseline	1353076063056	2	1021.0
baseline	1353076063057	2	1021.0
baseline	1353076063057	2	1021.0
baseline	1353076063057	2	1021.0
baseline	1353076063057	2	1021.0
baseline	1353076063057	2	1021.0
baseline	1353076063058	2	1021.0
baseline	1353076063058	2	1021.0
baseline	1353076063059	2	1021.0
baseline	1353076063059	2	1021.0
baseline	1353076063059	2	1021.0
baseline	1353076063059	2	1020.0
baseline	1353076063555	2	1020.0
baseline	1353076063556	2	1021.0
baseline	1353076063556	2	1021.0
baseline	1353076063556	2	1023.0
baseline	1353076063556	2	1021.0
baseline	1353076063556	2	1021.0
baseline	1353076063557	2	1021.0
baseline	1353076063557	2	1021.0
baseline	1353076063557	2	1021.0
baseline	1353076063557	2	1021.0
baseline	1353076063558	2	1021.0
baseline	1353076063558	2	1021.0
baseline	1353076063558	2	1021.0
baseline	1353076063558	2	1021.0
baseline	1353076063559	2	1021.0
baseline	1353076063559	2	1020.0
baseline	1353076064055	2	1020.0
baseline	1353076064055	2	1021.0
baseline	1353076064056	2	1021.0
baseline	1353076064056	2	1018.0
baseline	1353076064056	2	1021.0
